NAME,REGION,LATITUDE,LONGITUDE,ELEVATION,TYPE,STATUS,LAST ERUPTION CODE
HEKLA,ICELAND-S,63.98,-19.7,1491,STRATOVOLCANO,HISTORICAL,D1
HELATOBA-TARUTUNG,SUMATRA,2.03,98.93,1100,FUMAROLE FIELD,PLEISTOCENE-FUMAROLIC,Q
HELL'S HALF ACRE,US-IDAHO,43.5,-112.45,1631,SHIELD VOLCANO,RADIOCARBON,D7
HENGILL,ICELAND-SW,64.18,-21.33,803,CRATER ROWS,RADIOCARBON,D6
HERBERT,ALEUTIAN IS,52.75,-170.12,1290,STRATOVOLCANO,HOLOCENE,U
HERTALI,ETHIOPIA,9.78,40.33,900,FISSURE VENT,HOLOCENE,U
HIBOK-HIBOK,MINDANAO-PHILIPPINES,9.203,124.673,1332,STRATOVOLCANO,HISTORICAL,D2
HIERRO,CANARY IS,27.73,-18.03,1500,SHIELD VOLCANO,HISTORICAL,D4
HIJIORI,HONSHU-JAPAN,38.6,140.18,516,CALDERA,RADIOCARBON,D7
HIRI,HALMAHERA-INDONESIA,0.88,127.32,630,STRATOVOLCANO,HOLOCENE,U
HIUCHI,HONSHU-JAPAN,36.95,139.28,2346,STRATOVOLCANO,HISTORICAL,D5
HOBICHA CALDERA,ETHIOPIA,6.78,37.83,1800,CALDERA,HOLOCENE?,?
HODSON,ANTARCTICA,-56.7,-27.15,1005,STRATOVOLCANO,HOLOCENE,U
HOFSJOKULL,ICELAND-SW,64.78,-18.92,1782,SUBGLACIAL VOLCANO,HOLOCENE,U
HOMA MOUNTAIN,AFRICA-E,-0.38,34.5,1751,COMPLEX VOLCANO,HOLOCENE,U
HOME REEF,TONGA-SW PACIFIC,-18.992,-174.775,-2,SUBMARINE VOLCANO,HISTORICAL,D1
HONGGEERTU,CHINA-E,41.47,113.0,1700,CINDER CONES,HOLOCENE?,?
HOOD,US-OREGON,45.374,-121.694,3426,STRATOVOLCANO,HISTORICAL,D3
HOODOO MOUNTAIN,CANADA,56.78,-131.28,1820,SUBGLACIAL VOLCANO,HOLOCENE,U
HORNOPIREN,CHILE-S,-41.874,-72.431,1572,STRATOVOLCANO,HOLOCENE?,?
HUALALAI,HAWAIIAN IS,19.692,-155.87,2523,SHIELD VOLCANO,HISTORICAL,D3
HUANQUIHUE GROUP,ARGENTINA,-39.87,-71.55,1300,PYROCLASTIC CONE,HOLOCENE,U
HUAYNAPUTINA,PERU,-16.608,-70.85,4850,STRATOVOLCANO ?,HISTORICAL,D5
HUDSON MOUNTAINS,ANTARCTICA,-74.33,-99.42,749,STRATOVOLCANOES,UNCERTAIN,?
HUDSON,CHILE-S,-45.9,-72.97,1905,STRATOVOLCANO,HISTORICAL,D1
HUELEMOLLE,CHILE-C,-39.3,-71.82,810,CINDER CONES,TEPHROCHRONOLOGY,D7
HUEQUI,CHILE-S,-42.377,-72.578,1318,STRATOVOLCANO,HISTORICAL,D2
HUILA,COLOMBIA,2.92,-76.05,5365,STRATOVOLCANO,HISTORICAL,D5
HULUBELU,SUMATRA,-5.35,104.6,1040,CALDERA,FUMAROLIC,U
HUMEROS,MEXICO,19.68,-97.45,3150,CALDERAS,HOLOCENE?,?
HUNGA TONGA-HUNGA HA'APAI,TONGA-SW PACIFIC,-20.57,-175.38,0,SUBMARINE VOLCANO,HISTORICAL,D1
HUNTER ISLAND,SW PACIFIC,-22.4,172.05,297,STRATOVOLCANO,HISTORICAL,D2
HUTAPANJANG,SUMATRA,-2.33,101.6,2021,STRATOVOLCANO,HOLOCENE,U
HYDROGRAPHERS RANGE,NEW GUINEA,-9.0,148.37,1915,STRATOVOLCANO,HOLOCENE,U
IAMALELE,D'ENTRECASTEAUX IS,-9.52,150.53,200,LAVA DOMES,HOLOCENE,U
IBU,HALMAHERA-INDONESIA,1.475,127.642,1325,STRATOVOLCANO,HISTORICAL,D1
IBUSUKI VOLC FIELD,KYUSHU-JAPAN,31.22,130.57,922,CALDERAS,HISTORICAL,D6
ICHINSKY,KAMCHATKA,55.68,157.73,3621,STRATOVOLCANO,HOLOCENE,U
IETTUNUP,KAMCHATKA,58.4,161.08,1340,SHIELD VOLCANOES,HOLOCENE,U
IGWISI HILLS,AFRICA-E,-4.87,31.92,0,TUFF CONES,HOLOCENE,U
IJEN,JAVA,-8.058,114.242,2799,STRATOVOLCANOES,HISTORICAL,D1
IKTUNUP,KAMCHATKA,58.08,160.77,2300,SHIELD VOLCANOES,HOLOCENE,U
ILIAMNA,ALASKA-SW,60.03,-153.08,3053,STRATOVOLCANO,HISTORICAL,D2
ILIBOLENG,LESSER SUNDA IS,-8.342,123.258,1659,STRATOVOLCANO,HISTORICAL,D1
ILILABALEKAN,LESSER SUNDA IS,-8.53,123.42,1018,STRATOVOLCANO,FUMAROLIC,U
ILIMUDA,LESSER SUNDA IS,-8.478,122.671,1100,STRATOVOLCANO,FUMAROLIC,U
ILIWERUNG,LESSER SUNDA IS,-8.54,123.59,1018,COMPLEX VOLCANO,HISTORICAL,D1
ILLINIZA,ECUADOR,-0.659,-78.714,5248,STRATOVOLCANO,HOLOCENE,U
ILOPANGO,EL SALVADOR,13.672,-89.053,450,CALDERA,HISTORICAL,D3
ILYINSKY,KAMCHATKA,51.49,157.2,1578,STRATOVOLCANO,HISTORICAL,D2
IMAGINATION PEAK,US-OREGON,42.552,-122.201,1986,PYROCLASTIC CONE,HOLOCENE?,?
IMUN,SUMATRA,2.15,98.93,1505,UNKNOWN,HOLOCENE?,?
IMURUK LAKE,ALASKA-W,65.6,-163.92,610,SHIELD VOLCANOES,RADIOCARBON,D6
INDIAN HEAVEN,US-WASHINGTON,45.93,-121.82,1513,SHIELD VOLCANOES,RADIOCARBON,D7
INGAKSLUGWAT HILLS,ALASKA-W,61.43,-164.47,190,CINDER CONES,HOLOCENE,U
INIELIKA,LESSER SUNDA IS,-8.73,120.98,1559,COMPLEX VOLCANO,HISTORICAL,D2
INIERIE,LESSER SUNDA IS,-8.875,120.95,2245,STRATOVOLCANO,FUMAROLIC,U
INYO CRATERS,US-CALIFORNIA,37.692,-119.02,2629,LAVA DOMES,RADIOCARBON,D6
IPALA VOLC FIELD,GUATEMALA,14.55,-89.63,1650,STRATOVOLCANO,HOLOCENE,U
IRAYA,LUZON-N OF,20.469,122.01,1009,STRATOVOLCANO,HISTORICAL,D6
IRAZU,COSTA RICA,9.979,-83.852,3432,STRATOVOLCANO,HISTORICAL,D1
IRIGA,LUZON-PHILIPPINES,13.457,123.457,1196,STRATOVOLCANO,HISTORICAL,D5
IRIOMOTE-JIMA,RYUKYU IS,24.558,124.0,-200,SUBMARINE VOLCANO,HISTORICAL,D2
IRRUPUTUNCU,CHILE-N,-20.73,-68.55,5163,STRATOVOLCANO,HISTORICAL,D1
ISANOTSKI,ALEUTIAN IS,54.75,-163.73,2446,STRATOVOLCANO,HISTORICAL,D3
ISAROG,LUZON-PHILIPPINES,13.658,123.37,1966,STRATOVOLCANO,HOLOCENE,U
ISCHIA,ITALY,40.73,13.897,789,COMPLEX VOLCANO,HISTORICAL,D6
ISKUT-UNUK RIVER CONES,CANADA,56.58,-130.55,1880,CINDER CONES,RADIOCARBON,D3
ISLUGA,CHILE-N,-19.15,-68.83,5050,STRATOVOLCANO,HISTORICAL,D2
ITASY VOLC FIELD,MADAGASCAR,-19.0,46.77,1800,SCORIA CONES,RADIOCARBON,D7
ITHNAYN,ARABIA-W,26.58,40.2,1625,VOLCANIC FIELD,HOLOCENE,U
IULT,KAMCHATKA,55.23,160.587,1857,STRATOVOLCANO,HOLOCENE,U
IVAO GROUP,KURIL IS,45.77,149.68,1426,CINDER CONES,HOLOCENE,U
IWAKI,HONSHU-JAPAN,40.65,140.3,1625,STRATOVOLCANO,HISTORICAL,D3
IWATE,HONSHU-JAPAN,39.85,141.0,2041,COMPLEX VOLCANO,HISTORICAL,D2
IWO-TORI-SHIMA,RYUKYU IS,27.85,128.25,217,COMPLEX VOLCANO,HISTORICAL,D1
IWO-JIMA,VOLCANO IS-JAPAN,24.75,141.33,161,CALDERA,HISTORICAL,D1
IXTEPEQUE,GUATEMALA,14.42,-89.68,1292,LAVA DOMES,HOLOCENE,U
IYA,LESSER SUNDA IS,-8.88,121.63,637,STRATOVOLCANO,HISTORICAL,D1
IYANG-ARGAPURA,JAVA,-7.97,113.57,3088,COMPLEX VOLCANO,HOLOCENE,U
IZALCO,EL SALVADOR,13.813,-89.633,1950,STRATOVOLCANO,HISTORICAL,D1
IZTACCIHUATL,MEXICO,19.179,-98.642,5230,STRATOVOLCANO,HOLOCENE,U
IZU-TOBU,HONSHU-JAPAN,34.92,139.12,1406,PYROCLASTIC CONES,HISTORICAL,D1
IZUMBWE-MPOLI,AFRICA-E,-8.93,33.4,1568,PYROCLASTIC CONES,HOLOCENE,U
JACKIES BUTTE,US-OREGON,42.606,-117.589,1420,VOLCANIC FIELD,HOLOCENE?,?
JAILOLO,HALMAHERA-INDONESIA,1.08,127.42,1130,STRATOVOLCANO,HOLOCENE,U
JALAJALA,LUZON-PHILIPPINES,14.35,121.33,743,FUMAROLE FIELD,FUMAROLIC,?
JALUA,ETHIOPIA,15.042,39.82,713,STRATOVOLCANO,HOLOCENE,U
JAN MAYEN,ATLANTIC-N-JAN MAYEN,71.08,-8.17,2277,STRATOVOLCANO,HISTORICAL,D1
JARAGUAY VOLC FIELD,MEXICO,29.33,-114.5,960,CINDER CONES,HOLOCENE,U
JEFFERSON,US-OREGON,44.692,-121.8,3199,STRATOVOLCANO,VARVE COUNT,D6
JINGPOHU,CHINA-E,44.08,128.83,500,VOLCANIC FIELD,RADIOCARBON,D7
JOCOTITLAN,MEXICO,19.724,-99.757,3900,STRATOVOLCANO,RADIOCARBON,D6
JORDAN CRATERS,US-OREGON,43.03,-117.42,1473,VOLCANIC FIELD,HOLOCENE,U
JOYA,NICARAGUA,11.92,-85.98,300,FISSURE VENTS,HOLOCENE,U
KABA,SUMATRA,-3.52,102.62,1952,STRATOVOLCANO,HISTORICAL,D2
KABARGIN OTH GROUP,GEORGIA,42.55,44.0,3650,CINDER CONES,HOLOCENE,U
KADOVAR,NEW GUINEA-NE OF,-3.62,144.62,365,STRATOVOLCANO,HOLOCENE,U
KAGAMIL,ALEUTIAN IS,52.97,-169.72,893,STRATOVOLCANO,HISTORICAL,D2
KAGUYAK,ALASKA PENINSULA,58.62,-154.05,901,STRATOVOLCANO,HOLOCENE,D7
KAHOOLAWE,HAWAIIAN IS,20.57,-156.57,450,SHIELD VOLCANO,HOLOCENE?,?
KAIKOHE-BAY OF ISLANDS,NEW ZEALAND,-35.3,173.9,388,VOLCANIC FIELD,RADIOCARBON,D6
KAILENEY,KAMCHATKA,57.8,160.67,1582,SHIELD VOLCANO,HOLOCENE,U
KAITOKU SEAMOUNT,VOLCANO IS-JAPAN,26.122,141.102,-10,SUBMARINE VOLCANO,HISTORICAL,D1
KALATUNGAN,MINDANAO-PHILIPPINES,7.95,124.8,2824,STRATOVOLCANO,HOLOCENE,U
KAMBALNY,KAMCHATKA,51.3,156.87,2156,STRATOVOLCANO,HOLOCENE,U
KAMEN,KAMCHATKA,56.02,160.593,4585,STRATOVOLCANO,HOLOCENE,U
KAMOJANG,JAVA,-7.125,107.8,1730,STRATOVOLCANOES,PLEISTOCENE-FUMAROLIC,U
KANA KEOKI,SOLOMON IS-SW PACIFI,-8.75,157.03,-700,SUBMARINE VOLCANO,HOLOCENE,U
KANAGA,ALEUTIAN IS,51.92,-177.17,1307,STRATOVOLCANO,HISTORICAL,D1
KANPU,HONSHU-JAPAN,39.93,139.88,355,STRATOVOLCANO,RADIOCARBON,D7
KARACALIDAG,TURKEY,37.67,39.83,1957,SHIELD VOLCANO,HOLOCENE,U
KARAHA,JAVA,-7.12,108.08,1155,FUMAROLE FIELD,FUMAROLIC,U
KARANG,JAVA,-6.27,106.042,1778,STRATOVOLCANO,HOLOCENE?,?
KARANGETANG [API SIAU],SANGIHE IS-INDONESIA,2.78,125.48,1784,STRATOVOLCANO,HISTORICAL,D1
KARAPINAR FIELD,TURKEY,37.67,33.65,1302,CINDER CONES,HOLOCENE,D7
KARISIMBI,AFRICA-C,-1.5,29.45,4507,STRATOVOLCANO,HOLOCENE,U
KARKAR,NEW GUINEA-NE OF,-4.649,145.964,1839,STRATOVOLCANO,HISTORICAL,D1
KARPINSKY GROUP,KURIL IS,50.13,155.37,1345,CONES,HISTORICAL,D2
KARS PLATEAU,TURKEY,40.75,42.9,3000,VOLCANIC FIELD,HOLOCENE?,?
KARTHALA,INDIAN O-W,-11.75,43.38,2361,SHIELD VOLCANO,HISTORICAL,D1
KARYMSKY,KAMCHATKA,54.05,159.43,1536,STRATOVOLCANO,HISTORICAL,D1
KASATOCHI,ALEUTIAN IS,52.18,-175.5,314,STRATOVOLCANO,HISTORICAL,D4
KASBEK,GEORGIA,42.7,44.5,5050,STRATOVOLCANO,TEPHROCHRONOLOGY,D7
KASUGA,VOLCANO IS-JAPAN,21.77,143.72,-558,SUBMARINE VOLCANO,UNCERTAIN,?
KATLA,ICELAND-S,63.63,-19.05,1512,SUBGLACIAL VOLCANO,HISTORICAL,D2
KATMAI,ALASKA PENINSULA,58.27,-154.98,2047,STRATOVOLCANO,HISTORICAL,D2
KATUNGA,AFRICA-C,-0.47,30.18,1707,TUFF CONE,HOLOCENE,U
KATWE-KIKORONGO FIELD,AFRICA-C,-0.08,29.92,1067,TUFF CONES,HOLOCENE,U
KAVACHI,SOLOMON IS-SW PACIFI,-9.02,157.95,-20,SUBMARINE VOLCANO,HISTORICAL,D1
KAWI-BUTAK,JAVA,-7.92,112.45,2651,STRATOVOLCANOES,HOLOCENE,U
KEBENEY,KAMCHATKA,57.1,159.93,1527,SHIELD VOLCANO,HOLOCENE,U
KEKURNY,KAMCHATKA,56.4,158.85,1377,SHIELD VOLCANOES,HOLOCENE,U
KELIMUTU,LESSER SUNDA IS,-8.758,121.83,1640,COMPLEX VOLCANO,HISTORICAL,D1
KELL,KAMCHATKA,51.65,157.35,900,STRATOVOLCANOES,HOLOCENE,U
KELUO GROUP,CHINA-E,49.37,125.92,670,PYROCLASTIC CONES,HOLOCENE,U
KELUT,JAVA,-7.93,112.308,1731,STRATOVOLCANO,HISTORICAL,D1
KEMBAR,SUMATRA,3.85,97.664,2245,SHIELD VOLCANO,PLEISTOCENE-FUMAROLIC,Q
KENDANG,JAVA,-7.23,107.72,2608,STRATOVOLCANO,HOLOCENE,U
KERGUELEN ISLANDS,INDIAN O-S,-49.58,69.5,1840,STRATOVOLCANOES,HOLOCENE,U
KERINCI,SUMATRA,-1.814,101.264,3800,STRATOVOLCANO,HISTORICAL,D1
KERLINGARFJOLL,ICELAND-SW,64.63,-19.32,1488,STRATOVOLCANO,HOLOCENE,U
KETOI,KURIL IS,47.35,152.475,1172,STRATOVOLCANO,HISTORICAL,D2
KHANGAR,KAMCHATKA,54.75,157.38,2000,STRATOVOLCANO,RADIOCARBON,D7
KHANUY GOL,MONGOLIA,48.67,102.75,1886,VOLCANIC FIELD,HOLOCENE,U
KHARIMKOTAN,KURIL IS,49.12,154.508,1145,STRATOVOLCANO,HISTORICAL,D2
KHAYBAR,ARABIA-W,25.0,39.92,2093,VOLCANIC FIELD,HISTORICAL,D6
KHODUTKA,KAMCHATKA,52.063,157.703,2090,STRATOVOLCANOES,RADIOCARBON,D7
KIALAGVIK,ALASKA PENINSULA,57.38,-156.75,1575,STRATOVOLCANO,HOLOCENE,U
KIARABERES-GAGAK,JAVA,-6.73,106.65,1511,STRATOVOLCANO,HISTORICAL,D2
KICK-'EM-JENNY,W INDIES,12.3,-61.63,-177,SUBMARINE VOLCANO,HISTORICAL,D1
KIEYO,AFRICA-E,-9.23,33.78,2175,STRATOVOLCANO,HISTORICAL,D3
KIKAI,RYUKYU IS,30.78,130.28,717,CALDERA,HISTORICAL,D1
KIKHPINYCH,KAMCHATKA,54.487,160.253,1552,STRATOVOLCANOES,RADIOCARBON,D5
KILAUEA,HAWAIIAN IS,19.425,-155.292,1222,SHIELD VOLCANO,HISTORICAL,D1
KILIMANJARO,AFRICA-E,-3.07,37.35,5895,STRATOVOLCANO,HOLOCENE,U
KIRISHIMA,KYUSHU-JAPAN,31.93,130.87,1700,SHIELD VOLCANO,HISTORICAL,D1
KISHB,ARABIA-W,22.8,41.38,1475,VOLCANIC FIELD,HOLOCENE,U
KISKA,ALEUTIAN IS,52.1,177.6,1220,STRATOVOLCANO,HISTORICAL,D1
KITA-FUKUTOKUTAI,VOLCANO IS-JAPAN,24.414,141.419,-73,SUBMARINE VOLCANO,HOLOCENE,U
KITA-IWO-JIMA,VOLCANO IS-JAPAN,25.43,141.23,792,STRATOVOLCANO,HISTORICAL,D2
KIZIMEN,KAMCHATKA,55.13,160.32,2485,STRATOVOLCANO,HISTORICAL,D2
KLABAT,SULAWESI-INDONESIA,1.47,125.03,1995,STRATOVOLCANO,FUMAROLIC,U
KLIUCHEVSKOI,KAMCHATKA,56.057,160.638,4835,STRATOVOLCANO,HISTORICAL,D1
KOLBEINSEY RIDGE,ICELAND-N OF,66.67,-18.5,0,SUBMARINE VOLCANO,HISTORICAL,D4
KOLKHOZHNY,KAMCHATKA,55.07,160.77,2161,STRATOVOLCANO,HOLOCENE,U
KOLOB,US-UTAH,37.33,-113.12,2727,VOLCANIC FIELD,HOLOCENE?,?
KOLOKOL GROUP,KURIL IS,46.042,150.05,1328,SOMMA VOLCANOES,HISTORICAL,D1
KOMAGA-TAKE,HOKKAIDO-JAPAN,42.07,140.68,1140,STRATOVOLCANO,HISTORICAL,D1
KOMAROV,KAMCHATKA,55.032,160.72,2070,STRATOVOLCANO,HOLOCENE,U
KONE,ETHIOPIA,8.8,39.692,1619,CALDERAS,HISTORICAL,D3
KONIUJI,ALEUTIAN IS,52.22,-175.13,272,STRATOVOLCANO,UNCERTAIN,?
KOOKOOLIGIT MOUNTAINS,ALASKA-W,63.6,-170.43,673,SHIELD VOLCANO,HOLOCENE,U
KOOLAU,HAWAIIAN IS,21.37,-157.8,941,SHIELD VOLCANO,HOLOCENE?,?
KORANGA,NEW GUINEA,-7.33,146.708,0,EXPLOSION CRATER,HOLOCENE,U
KORATH RANGE,ETHIOPIA,5.1,35.88,912,TUFF CONES,HOLOCENE?,?
KORO,FIJI IS-SW PACIFIC,-17.32,179.4,522,CINDER CONES,HOLOCENE?,?
KOROSI,AFRICA-E,0.77,36.12,1446,SHIELD VOLCANO,HOLOCENE,U
KORYAKSKY,KAMCHATKA,53.32,158.688,3456,STRATOVOLCANO,HISTORICAL,D2
KOS,GREECE,36.829,27.257,430,FUMAROLE FIELDS,PLEISTOCENE-FUMAROLIC,Q
KOSHELEV,KAMCHATKA,51.357,156.75,1812,STRATOVOLCANO,HISTORICAL,D5
KOUSSI,AFRICA-N,19.8,18.53,3415,STRATOVOLCANO,HOLOCENE,U
KOZU-SHIMA,IZU IS-JAPAN,34.22,139.15,574,LAVA DOMES,HISTORICAL,D6
KOZYREVSKY,KAMCHATKA,55.58,158.38,2016,SHIELD VOLCANO,HOLOCENE,U
KRAFLA,ICELAND-NE,65.73,-16.78,650,CALDERA,HISTORICAL,D1
KRAINY,KAMCHATKA,56.37,159.03,1554,SHIELD VOLCANO,HOLOCENE,U
KRAKATAU,INDONESIA,-6.102,105.423,813,CALDERA,HISTORICAL,D1
KRASHENINNIKOV,KAMCHATKA,54.593,160.273,1856,CALDERA,RADIOCARBON,D5
KRISUVIK,ICELAND-SW,63.93,-22.1,379,CRATER ROWS,HISTORICAL,D6
KRONOTSKY,KAMCHATKA,54.753,160.527,3528,STRATOVOLCANO,HISTORICAL,D2
KSUDACH,KAMCHATKA,51.8,157.53,1079,STRATOVOLCANO,HISTORICAL,D2
KUCHINO-SHIMA,RYUKYU IS,29.97,129.93,627,STRATOVOLCANOES,HOLOCENE,D7
KUCHINOERABU-JIMA,RYUKYU IS,30.43,130.22,649,STRATOVOLCANOES,HISTORICAL,D1
KUEI-SHAN-TAO,TAIWAN,24.85,121.92,401,STRATOVOLCANO,PLEISTOCENE-FUMAROLIC,Q
KUJU GROUP,KYUSHU-JAPAN,33.08,131.25,1788,STRATOVOLCANOES,HISTORICAL,D1
KUKAK,ALASKA PENINSULA,58.47,-154.35,2040,STRATOVOLCANO,FUMAROLIC,U
KULA,TURKEY,38.58,28.52,750,CINDER CONES,HOLOCENE,U
KULKEV,KAMCHATKA,56.37,158.37,915,SHIELD VOLCANO,HOLOCENE,U
KUNLUN VOLC GROUP,CHINA-W,35.52,80.2,5808,PYROCLASTIC CONES,HISTORICAL,D2
KUNTOMINTAR,KURIL IS,48.77,154.02,828,HYDROTHERMAL FIELD,PLEISTOCENE-FUMAROLIC,Q
KUNYIT,SUMATRA,-2.592,101.63,2151,STRATOVOLCANO,FUMAROLIC,U
KUPREANOF,ALASKA PENINSULA,56.02,-159.8,1895,STRATOVOLCANO,HISTORICAL,D1
KURIKOMA,HONSHU-JAPAN,38.95,140.78,1628,STRATOVOLCANO,HISTORICAL,D2
KURILE LAKE,KAMCHATKA,51.45,157.12,104,CALDERA,RADIOCARBON,D7
KUROSE HOLE,IZU IS-JAPAN,33.4,139.68,-107,SUBMARINE VOLCANO,HOLOCENE?,?
KURUB,ETHIOPIA,11.88,41.208,625,SHIELD VOLCANO,HOLOCENE,U
KUSATSU-SHIRANE,HONSHU-JAPAN,36.62,138.55,2176,STRATOVOLCANOES,HISTORICAL,D1
KUTCHARO,HOKKAIDO-JAPAN,43.55,144.43,1000,CALDERA,TEPHROCHRONOLOGY,D6
KUTTARA,HOKKAIDO-JAPAN,42.5,141.18,581,STRATOVOLCANO,TEPHROCHRONOLOGY,D3
KUTUM VOLC FIELD,AFRICA-N,14.5,25.8,0,SCORIA CONES,HOLOCENE?,?
KUWAE,VANUATU-SW PACIFIC,-16.829,168.536,-2,CALDERA,HISTORICAL,D1
KVERKFJOLL,ICELAND-NE,64.65,-16.72,1920,STRATOVOLCANO,HISTORICAL,D1
KYATWA VOLC FIELD,AFRICA-C,0.45,30.25,1430,TUFF CONES,HOLOCENE?,?
LA PALMA,CANARY IS,28.58,-17.83,2426,STRATOVOLCANO,HISTORICAL,D1
LABO,LUZON-PHILIPPINES,14.02,122.792,1544,COMPOUND VOLCANO,HOLOCENE,U
LAGUNA VOLC FIELD,LUZON-PHILIPPINES,14.12,121.3,654,SCORIA CONES,ANTHROPOLOGY,D6
LAJAS,NICARAGUA,12.3,-85.73,926,SHIELD VOLCANO,HOLOCENE?,?
LAMINGTON,NEW GUINEA,-8.95,148.15,1680,STRATOVOLCANO,HISTORICAL,D2
LAMONGAN,JAVA,-8.0,113.342,1651,STRATOVOLCANO,HISTORICAL,D3
LANGILA,NEW BRITAIN-SW PAC,-5.525,148.42,1330,COMPLEX VOLCANO,HISTORICAL,D1
LANGJOKULL,ICELAND-SW,64.75,-19.98,1360,STRATOVOLCANO,RADIOCARBON,D6
LANIN,CHILE-C,-39.633,-71.5,3747,STRATOVOLCANO,HOLOCENE,U
LANZAROTE,CANARY IS,29.03,-13.63,670,FISSURE VENTS,HISTORICAL,D3
LARDERELLO,ITALY,43.25,10.87,500,EXPLOSION CRATERS,HISTORICAL,D6
LASCAR,CHILE-N,-23.37,-67.73,5592,STRATOVOLCANOES,HISTORICAL,D1
LASSEN VOLC CENTER,US-CALIFORNIA,40.492,-121.508,3187,STRATOVOLCANO,HISTORICAL,D2
LASTARRIA,CHILE-N,-25.17,-68.5,5697,STRATOVOLCANO,HOLOCENE,U
LATE,TONGA-SW PACIFIC,-18.806,-174.65,518,STRATOVOLCANO,HISTORICAL,D3
LATUKAN,MINDANAO-PHILIPPINES,7.65,124.47,2158,STRATOVOLCANO,HOLOCENE,U
LAUTARO,CHILE-S,-49.02,-73.55,3380,STRATOVOLCANO ?,HISTORICAL,D2
LAVIC LAKE,US-CALIFORNIA,34.75,-116.625,1495,VOLCANIC FIELD,HOLOCENE,U
LAWU,JAVA,-7.625,111.192,3265,STRATOVOLCANO,HOLOCENE,U
LEIZHOU BANDAO,SE ASIA,20.83,109.78,259,VOLCANIC FIELD,HOLOCENE,U
LENGAI,AFRICA-E,-2.751,35.902,2890,STRATOVOLCANO,HISTORICAL,D1
LEONARD RANGE,MINDANAO-PHILIPPINES,7.393,126.397,1190,STRATOVOLCANO,HOLOCENE,U
LEROBOLENG,LESSER SUNDA IS,-8.358,122.842,1117,COMPLEX VOLCANO,HISTORICAL,D3
LESKOV ISLAND,ANTARCTICA,-56.67,-28.13,190,STRATOVOLCANO,FUMAROLIC,U
LEUTONGEY,KAMCHATKA,57.3,159.83,1333,SHIELD VOLCANO,HOLOCENE,U
LEVEL MOUNTAIN,CANADA,58.42,-131.35,2190,SHIELD VOLCANO,HOLOCENE,U
